text,index,section,completion
"In addition to fiction, wish me luck on my research paper this semester. 15-20 pages, oh boy. #daunting",901,tweet,1
still shaking though 🙃,902,tweet,1
I am a third year college student and and English major. Today is the first time I've ever written an essay without having a panic attack,903,tweet,1
Just got done watching Jeepers Creepers it was epic #horror #horrormoviesarebest #movies #movie #horrorfilm 🎬📽🎬,904,tweet,1
@officialShaky 'Operation Echoes' is gathering momentum ... #tense #nervous #feelsick #excited,905,tweet,1
Happy 69th @StephenKing! May u keep haunting us for many years. #horror #writing,906,tweet,1
Thoroughly enjoying AHS tonight. #ahs #horror #americanhorrorstory,907,tweet,1
"Tomorrow is going to be a challenge, I have to talk at a freshers fair to STRANGERS 😁and pick up my new flat keys ",908,tweet,1
“Set a goal to achieve something that's so big so exhilarating that excites you &amp; scares you at the same time.” \n― #BobProctor,909,tweet,1
"Half past midnight, loud banging on our front door, been told about new rape cases in Edinburgh today #joyful #nosleep",910,tweet,1
Recording some more #FNAF and had to FaceTime my mum to let her know I was okay after I let out a high pitched scream 😂 #horror #suchagirl,911,tweet,1
We Are Source!!\n\n#mindset #philosophy #thoughtsbecomethings #news #lifehacks #fear #you #LIFE #PleaseRT #ProblemSolving,912,tweet,1
"@goofoffartiste Ah, the Grand Old Paradox that is fearing the encroachment of the state but loving unconditionally its paid enforcers",913,tweet,1
@ChrissyCostanza and have social anxiety. There is many awkward things wrong with me. 😄,914,tweet,1
"Being stuck in the roof of your house provides amazing view but sheer terror of falling down, kinda like life",915,tweet,1
"A goal should scare you a little, and excite you a lot. - Joe Vitale #quote",916,tweet,1
If I was a ghost I'd haunt people by giving them cramps in both of their legs when they do cardio 😈😈😈 #Mwahaha,917,tweet,1
Follow this amazing Australian author @KristyBerridge #fiction #horror #zombies #angels #demons #vampires #werewolves #follow #authorlove,918,tweet,1
"Does this blow your mind as much as it blew mine, or did I just sexually harass someone? #WHOA #Mindblown #huh #setback #fright #madashell 😂",919,tweet,1
Every year I go to universal studios to horror nights as a 3rd wheel lol 😊😂,920,tweet,1
I fear that if United bottle this my heart would actually collapse from laughter.,921,tweet,1
@1StevieKilner @KachelaMurray Don't be silly - she doesn't want to scare them off! 😆,922,tweet,1
".@Tolumanda love it! so true. As @Deedeey_ taught me, fear can be an illusion. #coaching #fear #courage",923,tweet,1
Tweeting from the sporadic wifi on the tube #perilous,924,tweet,1
Huge congrats to my friends at @VoidMovie on the #USAPREMIERE tomorrow! #film #horror #thevoid #featurefilm #scaryshit,925,tweet,1
"My best friend gets married in three days, I have replaced all my anxiety with an eeiry calm and cat cuddles.",926,tweet,1
"@_jamiebraidwood haha, horrific is all that needs to be said. Glad I'm away to Spain on Sat so missing game 🍹🍕🍺☉☉",927,tweet,1
I was literally shaking getting the EKG done lol 🙄,928,tweet,1
@Darren32895836 @FatimaFatwa it would be a great opportunity to settle the globe down.. #fear does wonders..,929,tweet,1
@AmontanaW I nearly dropped my phone into the sink HAHAHAHA,930,tweet,1
Another fun fact: i am afraid,931,tweet,1
@RyanAbe awe yay thank god I was so worried.,932,tweet,1
@RJAH_NHS @ChrisHudson76 @mbrandreth #course day # potential Leadership #excited #nervous # proud,933,tweet,1
Wow what a thought!  #JudgeLynnToler 'I can't have the specter of this morning's problem haunt my afternoon.' Well written! That 1 sentence,934,tweet,1
@BlairWitchMovie love new movie\n#BlairWitch #blairwitchproject #horror #HorrorMovies,935,tweet,1
Cosplaying properly for the first time on Saturday! Pretty nervous..,936,tweet,1
#soywax limited edition horror candles going up @scentedscreams! Follow us for all the latest news!! ,937,tweet,1
"@luckiiCHARM_ Luckii, I'm changing in so many ways bc of Him!! It's a scary but joyful feeling, making me so strong.",938,tweet,1
He replied to my comments 4 times now i'm shaking omg,939,tweet,1
"@washingtondc @NMAAHC That is Noah Ark, it's a terrific design.",940,tweet,1
@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle #afraid #christianity #hell #heaven #purgatory #psychology #jesus,941,tweet,1
Tomorrow is the day I cut and dye my hair! 😳 #nervous #excited,942,tweet,1
@BritishBakeOff Val's 'soggy bottom' face will haunt me. Stay strong V-dog!,943,tweet,1
Look at me. Made it through the day without a meltdown. #anxiety,944,tweet,1
First day of fall quarter tomorrow.  😰 #nervous #excited #anxious #blargh,945,tweet,1
People always tell me that they don't expect me to have anxiety because I'm generally cheerful and don't act the way they expect me to.,946,tweet,1
"@Babylonian I convinced my mom to watch it. Killgrave gave her literal nightmares, but watched last episode four times. ",947,tweet,1
Tremor!!!\n ,948,tweet,1
Step over #fear and rely on #faith!,949,tweet,1
Excited and nervous for Tuesday,950,tweet,1
ppl talking about diets and i am feeling #terrible hahaha,951,tweet,1
@OccasionalGod isn't that the reason horror is popular? the exhilaration that comes from discomfort is enjoyable -- watch The Green Room :D,952,tweet,1
What we fear doing most is usually what we most need to do.' ~Tim Ferriss #inspiring #inspired #motivation  #success #hustle,953,tweet,1
I want to be a woman who #overcomes obstacles by tackling them in #faith instead of tiptoeing around them in #fear. Renee Swope,954,tweet,1
@CurtisJobling Yes indeed! We know masses of students would be so excited to see you! We need to get this sorted! #haunt,955,tweet,1
"@GeordieTommy_ @Xbox High school or not, it's still shocking. Just because you love Xbox. Good luck tomorrow! 💪",956,tweet,1
On the way to Laser Vista ... lens implantation ... #LaserVista #nervous #happy,957,tweet,1
this girl at my new school is so pretty i am #intimidated,958,tweet,1
Omg he kissed her🙈 #shy #w,959,tweet,1
US lady in foyer - 'Am I not #afraid to be tweeting in #Moscow?' Fortified by d good #Lord &amp; #JD I reply 'I fear no Russian. 'cept my #wife😅,960,tweet,1
*violently screams at the four winds* WE AINT EVER GETTING OLDER *cute jovial rhythm starts* *moves hips along and waves arms in the air*,961,tweet,1
"@mdthib This is so lovely! Or I am frightened, not sure which! But, wow!",962,tweet,1
First College Math Test tomorrow ,963,tweet,1
Will you #dedicate today to #love or #fear ? It is your #choice in each #moment . - Archangel Michael. #archangel #michael,964,tweet,1
"Fear blocks blessings, faith unlocks them. #ManUp #fear #faith",965,tweet,1
"Be strong &amp; courageous. Do not be terrified or discouraged, for the LORD your God will be with you wherever you go.",966,tweet,1
#Success awaits on the other side of your #fear &amp; that's only in your#head-JesusChristEmpowersRightThinking-ASK #fitness #weightlifting,967,tweet,1
@BlairWitchMovie love new movie\n #BlairWitch #blairwitchproject  #HorrorMovies,968,tweet,1
"However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety #anxiety",969,tweet,1
"I love my mother, but talking about the recent horrific murders with her is exhausting. Is this really how America feels?",970,tweet,1
Job interview tomorrow 😎 #bright side,971,tweet,1
@rsiereilly my heart did the flutter,972,tweet,1
When you're on a train as its pitch black outside and you have no idea where you are... #travel #whereami #lost #adventure,973,tweet,1
My doctor is giving me flower extract to relieve anxiety and reduce panic attacks :'),974,tweet,1
"Absolutely can not believe the generosity pouring out for us, but Id give everything I have for Nick to be healthy and happy. #lost",975,tweet,1
"Let's not panic. Beat NYG who's atop the division, come home against Cleveland. Just like that you're 2-2 with a division win",976,tweet,1
On the other side of fear lies freedom! - JB Glossinger #quote,977,tweet,1
"@ceIestialfoxx I don't even remember that part 😅 the movie wasn't terrible, it just wasn't very scary and I expected a better ending 🙄",978,tweet,1
"When something makes you excited, terrified, thrilled, nervous, elated &amp; like you've been kicked in the guts all at once. Need word for that",979,tweet,1
10 page script due Friday for class. Who said I could do this MFA thing?  #GradSchoolProblems #someonetelltinafeytohireme,980,tweet,1
@KateyKeegan now I'm really excited for November! Hope they're not all horrid chavs though 😅,981,tweet,1
Omg I actually thought she was going to jump.  #SouthPark20 #southpark,982,tweet,1
"Goodmorning fam, do you know that your critical condition pave way for your miracle, so #dont #worry #be #happy",983,tweet,1
Professor: introduce yourselves and say one interesting fact\n\nHi I'm Ethan and the Sun will engulf our planet in a fiery explosion one day,984,tweet,1
@officialShaky 'Operation Echoes' is gathering momentum ... #tense  #feelsick #excited,985,tweet,1
@AdoreDelano ill be there... with VIP TICKETS! Can't wait to meet you. Never met a famous person i admire before! #nervous,986,tweet,1
You don't know what to expect by Brendon's video lmao LA devotee video got me shook ,987,tweet,1
How's the new #BatmanTelltaleSeries? Looks good but I'm growing weary of this #gaming style... #Batman,988,tweet,1
"@OddNMacabre One day I'm drinking a bottle of nyquil, the other I'm sleeping zero. My lovely #horror fam, which should i watch? 🎩",989,tweet,1
Need good vibes for my doctors appointment tomorrow! ,990,tweet,1
I'm honored to take on such a role in their joyous day. Hopefully I don't fuck it up,991,tweet,1
"I walked 3.4 miles today, the most I've walked since I got #rhabdo. Going back to work tomorrow.. here's to hoping it goes okay ",992,tweet,1
@JessicaLRohlik you seriously need to pop out of some curtains while matt is filming  to scare the bejesus out of him.,993,tweet,1
Getting ready to open the tastings at Whisky Shop Dufftown Autumn festival! #panic #murraymcdavid #whisky #drams,994,tweet,1
First day of fall quarter tomorrow.  😰  #excited #anxious #blargh,995,tweet,1
Anyyyyone wanna go to fright fest with me on Friday night? 👻,996,tweet,1
I should really study today for chemistry but playing madden is just way more fun.,997,tweet,1
I really want to go for fright night but I really don't 😁,998,tweet,1
Got to be up in 4 hours to go back to work #cantsleep #excited #nervous,999,tweet,1
@slashersocial #horror H3LL I SURE DID!!! LOL\nHappy about this decision. :),1000,tweet,1
I'm ready for October. Cooler weather and more #horror flicks on TV.,1001,tweet,1
@tannerfox awe cnt wait to see,1002,tweet,1
I have a job interview with @BarclaysUK in Loughborough next month !!!,1003,tweet,1
One more step in long work #visa process is over. Relief. Onto next step. #expat #restless,1004,tweet,1
"I start work tmrw yall, i'm nervous lol",1005,tweet,1
Halloween party coming soon! #turnt #ruinT #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary #haunt #kittens,1006,tweet,1
Halloween party coming soon! #turnt #ruinT #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary  #kittens,1007,tweet,1
Pretty excited for American horror story tonight,1008,tweet,1
@RogueCoder250 We are in so much trouble!! I don't think the Rev will see the funny side of our project. ,1009,tweet,1
"I can not depict what I feel right now.. I feel jubilant yet anxious, or..dunno. It seems like now I'm having something worth wait everyday.",1010,tweet,1
"The 2nd step to beating #anxiety or #depression is realising that it's not about waiting for ...., Take action yourself now.",1011,tweet,1
"My leg feels like it's gonna burst, yet I'm still expected to go into work:):)",1012,tweet,1
I shower to lay in bed for about an hour then dread wearing pants for the remainder of the day,1013,tweet,1
How can l rule my mind !!!!!! \nIt's hilarious that you can't 😭😑😮,1014,tweet,1
"@colmjoconnor well it was after my heyday too I'm afraid, I was expecting 1st baby I reckon. Now aged 15 *gulps* I'm so old :-)",1015,tweet,1
Love being made to feel bad about being scared of the dark,1016,tweet,1
@AASadeq I scare people even when I'm suspended? LOL,1017,tweet,1
"@MendipHillsAONB do we think the swallows and swifts have gone? Photo'd 3 nights ago, not seen since.  #Autumn",1018,tweet,1
8. sweater weather - the neighbourhood\ngirls/girls/boys - panic! at the disco,1019,tweet,1
Hahahah what a horrific penalty from bayer. 5 feet wide. Jesus,1020,tweet,1
I can't believe this day hasn't been horrible BLESS,1021,tweet,1
me: loves being the center of attention in every way\nalso me: gets nervous to talk in front of class,1022,tweet,1
"@katethecursed @shannonrdk LOL this day is too gloomy for being people, should've canceled and stayed in bed",1023,tweet,1
So she goes first. She gets her book signed &amp; I can barely take their picture cuz I'm shaking 😭😭😭😭😭,1024,tweet,1
@JonnyOwenFilm @ringsiderobbie1 can you remember that train Sunday after Froch v Kessler ? #nightmare,1025,tweet,1
@courtneymee I'm 3 days sober don't wanna ruin it,1026,tweet,1
I am in #shock and #awe and the places my #toddler manages to get his dinner.,1027,tweet,1
@JamesWickham Congratulations!  My top home-owning tip: try not to look at your mortgage balance too often.  The slowness will depress you.,1028,tweet,1
will i ever get the nerve to quit the restaurant ??? find out tonite on glee!,1029,tweet,1
My roommate: it's okay that we can't spell because we have autocorrect. #terrible #firstworldprobs,1030,tweet,1
"Rooneys fucking untouchable isn't he? Been fucking dreadful again, depay has looked decent(ish)tonight",1031,tweet,1
@BossUpJaee but your pussy was weak from what I heard so stfu up to me bitch . You got to threaten him that your pregnant .,1032,tweet,1
@bt_uk broadband is shocking regretting signing up now #angry #shouldofgonewithvirgin,1033,tweet,1
@NHLexpertpicks @usahockey USA was embarrassing to watch. When was the last time you guys won a game..? #horrible #joke,1034,tweet,1
Your glee filled Normy dry humping of the most recent high profile celebrity break up is pathetic &amp; all that is wrong with the world today.,1035,tweet,1
What a fucking muppet.  @jRwild1  #stalker.,1036,tweet,1
Autocorrect changes ''em' to 'me' which I resent greatly,1037,tweet,1
@Aliki111 Haters!!! You are low in self worth. Self righteous in your delusions. You cower at the thought of change. Change is inevitable.,1038,tweet,1
@TamraBarney @ShannonBeador @RHOC_KellyDodd Tamra would F her up if she swung on Tamra\nKelly is a piece of 💩 #needstobeadmitted #bully,1039,tweet,1
"im also definitely still bitter about the yellow ranger not being asian, but asian representation in hollywood is essentially a shrug anyway",1040,tweet,1
@mas_critical The irony is that those protesting about this kind of stuff are the Orwellian nightmare they think they’re fighting against.,1041,tweet,1
@loismackey_ @Dory nah way that's horrible,1042,tweet,1
Weak people revenge. Strong people forgive. Intelligent people ignore.,1043,tweet,1
I have a rage rage ep 2 coming out soon I'll keep you posted on it #YouTube #youtubegaming #rage,1044,tweet,1
"Jorge deserves it, honestly. He's weak.  #90dayfiance",1045,tweet,1
@lemonlover666 'shit' doesn't even begin to describe these fiery little demons straight from hell 🌝🌚 ;),1046,tweet,1
Romero is fucking dreadful like seriously my 11 month old is better than him.,1047,tweet,1
"@KatherineArabis It’s taken for granted, while the misogyny in the air is treated as normal — and any angry response to it as pathological.",1048,tweet,1
"Anger, resentment, and hatred are the destroyer of your fortune today.",1049,tweet,1
"@happyandbashful Flirt, simper, pout, repeat. Yuck.",1050,tweet,1
"Trumpism likewise rests on a bed of racial resentment that was made knowingly and intentionally, long before Trump got into politics.",1051,tweet,1
There's this Bpharm4 guy Eish that guy brings anger into my life. When I see him nje like darkness fills me @RamatsobaneM will know,1052,tweet,1
"Tears and eyes can dry but I won't, I'm burning like the wire in a lightbulb",1053,tweet,1
@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis #angry,1054,tweet,1
Need a new outlet for #rage,1055,tweet,1
"@GambinoDeeJay @Linda76Graham @mikeeshy \n\nAnd also, trying to find it on Youtube is a fucking nightmare.",1056,tweet,1
@Bungie spent over 2 fucking hours and still can't get that dam SIVA fragment on Fellwinters peak mountain ,1057,tweet,1
People who go the speed limit irritate me,1058,tweet,1
I'd like to bridge the divide between Right and Left Twitter and say that the new Tweet truncating thing is fucking awful.,1059,tweet,1
After what just happened. In need to smoke. ,1060,tweet,1
Joes gf started singing all star and then Joe got angry and was all sing it right and started angrily singing it back at her,1061,tweet,1
@MatherFamilys @SDICenter @CAllstadt \n\ndo REDNECKS intellectually intimidate you and force you to be their dancing clown?,1062,tweet,1
Noooooo @GBBOUK without #MaryBerry will be #awful #endofanera going 2b so #lost @Channel4 have bought a #lameduck there #notallaboutthemoney,1063,tweet,1
"Although this war will be under the guise of combating terrorism it will in fact be a war against poverty, ignorance and just stupidity.",1064,tweet,1
God we need a new goal keeper! They’re both horrific.,1065,tweet,1
#ahs6 every 5 minutes I've been saying 'nope nope I'd be gone by now.' 'MOVE' or 'GTFO' so thank you for the ,1066,tweet,1
Nothing worse than an uber driver that can't drive. #awful,1067,tweet,1
"Leave it on there, rule,nimber 1 of carpet cleaning!!! #furious #worsethananatomicbomb #accidentlyspillbeeronthecarpet",1068,tweet,1
@RIPPoohSavage u know ion play that shit bout my weary brother,1069,tweet,1
@Gielnorian @HedonismGaming cmode grimrail made me want to eat angry bees,1070,tweet,1
Why are people even debating on race inequality within our justice system like it's non existent? They're just trying to aggravate us.,1071,tweet,1
There's a certain hilarity in people angry at protests against the national anthem or the flag when these acts are covered by 1st Amendment.,1072,tweet,1
I don't want the pity of my instructors but I'd like some understanding. I'm truly trying despite ALL circumstances that make me discouraged,1073,tweet,1
"@01Starblazer 9 -9 vs Atlanta this yr, 2 - 11 vs Rockies and DBacks this yr. That's a combined 11 - 20 vs 3 atrocious teams in NL #awful",1074,tweet,1
"@bt_uk appointment booked between 1-6 today, waited in all day and nobody showed up, also requested a call back and never got one #awful",1075,tweet,1
@AaronGoodwin seriously dude buy some bubble tape for your phones. #snap broke another phone,1076,tweet,1
@F1abraham holy shit...what the hell happened to your lips!! Fix that shit! #mtv #teenmom #horrible,1077,tweet,1
Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/ #angry #annoyed,1078,tweet,1
@JackCurryYES he's just lucky...bad pitchers...#WHATEVER...ElKracken is #legit #future  #gottawearshades #LetsGoYankees,1079,tweet,1
I dislike people who get offended by the littlest shit .,1080,tweet,1
"significantly, with a #bitter smile, 'let me",1081,tweet,1
@HoustonTexans just trying to go home tonight? A run on 2nd and 20 and a run on 3rd and 20? That's what champs do...#sike #losers #terrible,1082,tweet,1
@downeysduckling nick fury,1083,tweet,1
"@alliex both, scrap *ll the rage instead",1084,tweet,1
I meet new people and I had to grow up with the reality that people can be desgusting and fake and so I lost my cheerfulness and started to,1085,tweet,1
@PatVPeters @FreeBeacon Quite the response of retaliation from Weiner in getting revenge on Huma &amp; Hillary 'clam digging'.\n#AllScumbags,1086,tweet,1
@swarbleflop @LightskinJesuSP they're both pretty awful when you look at them historically,1087,tweet,1
broken policy' #blasio &lt;&gt; #trump #giuliani 'broken windows' all part of 'pecking order' #bully politics #america RESIST #motto,1088,tweet,1
@TheOneSoleShoe that is one thing but attacking and hating is worse - that makes us just like the angry vengeful behavior we detest,1089,tweet,1
"In  fact,  sometimes i don't get furious at people who wrong me, but   i get  furious at  myself  for being  a  fool.",1090,tweet,1
@Disneyland #nothappy and still #charging the #fullprice 😡😡 #fuming some your #bestrides 😳😳,1091,tweet,1
Everyone is raging,1092,tweet,1
Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal prison #anger,1093,tweet,1
"@samsteinhp stop the presses, @realDonaldTrump said/proposed something racist. #shocking",1094,tweet,1
@CallumPinner you came in at silly o'clock and woke me up that's what happened #wasted #fuming,1095,tweet,1
@aidankerrpol I think you should do. Get the fashion police involved. #shocking,1096,tweet,1
@paulkrugman relentless echo chamber - negative comments with lots of reverb. Typical bully behavior.,1097,tweet,1
@kencurtin they might get Donal óg sure! They won't have him in cork as he's to fiery for dopey frank &amp; his cult,1098,tweet,1
Ppl like that irritate my soul,1099,tweet,1
@LiamCannon1 He's just too raging to type properly... Ha ha!,1100,tweet,1
"Don't join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! ",1101,tweet,1
"@ChickOfBeauty No!  By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES!  That create #BlackLivesmatter ",1102,tweet,1
"@Doubtism I'm not on about history or  other people, I'm on about you. I've bullied no one, I make three posts and you attack #bully",1103,tweet,1
@ImJim_YoureNot  cyber bully,1104,tweet,1
@CNN bully,1105,tweet,1
India should now react to the uri attack..... #revenge,1106,tweet,1
@MintMilana where is the outrage when black children get killed in the crossfire between blacks shooting each other?,1107,tweet,1
@lesyoung01 a rabid dog being ridden by the child who has eaten all the flesh off one fellow and the limbs of the other adults.,1108,tweet,1
Why do people gotta start so much drama ? Shoot me ☹️,1109,tweet,1
Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of ?,1110,tweet,1
"@jennylhowe I am angry at the student for being a racist, and the teacher for not stopping it, and at the class for letting it go by.",1111,tweet,1
"Wine drunk is the worst version of myself ffs, don't even remember seeing basshunter ",1112,tweet,1
They gonna give this KKk police bitch the minimum sentence..just wattch ,1113,tweet,1
#tulsa - Police manufacture murder... Wonder why we carry burners...? - MaxLevelz ,1114,tweet,1
@LmRyle @tomcolicchio @realDonaldTrump @HillaryClinton @ajjaffe I understand your concerns but look at her foundation contributions ,1115,tweet,1
"SOMEONE LET SNAKES IN MY HOUSE, I BET IT @Ya_Boi_Huck I KILL THAT BUGGER WHEN I GET MY HANDS ON HIM  #HuckFP2",1116,tweet,1
Fake people irritate me,1117,tweet,1
"@News24 #FMF protesters aren't interested in reasoned debate, just #intimidation #violence &amp; #disruption to get demands met",1118,tweet,1
@UndeadLayne @Lauren_Southern all the bully,1119,tweet,1
We're going to get City in the next round for a revenge.,1120,tweet,1
"Petition for non-Maghrebi PoC to stop buying 'couscous' from white grocery stores and boiling it. That is not couscous, that is trash.",1121,tweet,1
Dear @TfL please tell your bus drivers if obstruction on their side DON'T just pull out to oncoming traffic causing vehs to swerve #fuming 😡,1122,tweet,1
"@MagicalMunicorn May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class. #revenge",1123,tweet,1
I highly suggest if you are looking online for a company to help you send you're package overseas..DO NOT EVER EVER USE @FastLaneInt ,1124,tweet,1
@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. #umbrage,1125,tweet,1
@DaddyION you and that awful music can take a walk... right off a cliff. K. 😘,1126,tweet,1
"@ggreenwald Smh, remove ideologically bankrupt and opportunistic establishment now. They're burning all bridges and social contracts. #anger",1127,tweet,1
@rtrn94 Mine is that the party did decide but the party has been slowly transformed into a vengeful hell-cult of white male resentment,1128,tweet,1
... flat party and I instantly get bollocked about it. #fuming,1129,tweet,1
Puzzle investing opening portland feodal population is correlative straight a snorting infuriate: XLzjYhG,1130,tweet,1
Last @LGCanada product I buy - I promise! Absolutely  #CustomerService,1131,tweet,1
"@Cpt_SRogers_\n'Well it can go one of two ways. You either get over it and accept it, because it's not going to change, or you mope about --",1132,tweet,1
Maybe the entire Russian team will test positive for meldonium and the North Americans will get to replace them ,1133,tweet,1
#india will take #revenge  by making 3 new movies like #phantom and they will be like #ghus_k_maren_ge this is how indian army take revenge,1134,tweet,1
@mikefreemanNFL \nIsn't OBrien supposed to be some sort of offensive genius ,1135,tweet,1
Putin feels it acceptable to bomb &amp; kill aid workers. Soon he may be sitting at the same table as Trump!! #Armageddon #USApleasedont ,1136,tweet,1
"@rabpeel snap, seems to be a problem here",1137,tweet,1
I only have to wave a fiery cross and we will f**kin' do this!,1138,tweet,1
Never let me see you frown,1139,tweet,1
@judahandthelion TONIGHT. Legit can't wait to rage 🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻🔥,1140,tweet,1
@russbully Ended up paying 75p for half a tube of smarties. Don't even get the pleasure of popping the plastic lid off either ,1141,tweet,1
"# ISIS REFERENCES SCRUBBED?  Federal complaint against suspect in NYC, NJ bombings appears to omit terror names in bloody journ...  #news",1142,tweet,1
Candice on great british bake off with that pout does my head in 👊🏻🙄,1143,tweet,1
So Rangers v Celtic ll #revenge,1144,tweet,1
"_Her mind is a #dark room,\nDeveloping #Madness  ♨😘",1145,tweet,1
"@Eeevah14 don't I know it, try not to fret my sweet little pupper",1146,tweet,1
@AriZernial @NesquikMills don't let him discourage you Z! That's one of the best ideas yet!,1147,tweet,1
@Mickeyplyler @QualkTalk the refs are in GT's favor tonight. #terrible,1148,tweet,1
@thatomahapa the best revenge is to get yourself a good woman and move on. Leave her and her hairline to figure themselves out alone,1149,tweet,1
"Defining yourself in terms of opposition, i.e. the clouded mirror phenomena, is almost always a mistake.",1150,tweet,1
okay i AHVE to start mob psycho 100 today. if i dont im going to fight myself,1151,tweet,1
"@MoneyJay901 hard to tell in your pic. My mistake then. Either way, nothing I said initially was about race. U took it there.  #ignorant",1152,tweet,1
"@FluDino Event started! everyone is getting ready to travel to the lake of rage, where everything glows",1153,tweet,1
$SRPT Why would Etep patients &amp; Mom's advocate for a drug if it did not work? Anyone listen to the Etep MD's @ Adcomm.. all were elated.,1154,tweet,1
10 minutes with an incense and all I get is 2 Rattatas. 😂#PokemonGO,1155,tweet,1
@TheBarmyArmy looking forward to div 2 next year @AndyBarmyArmy? #revenge #leictershireaway #therey,1156,tweet,1
@_MariaPetrova should have stopped after 'smiled'. Being rude=not the same as being funny.It was just being mean  #stoppickingonwomen,1157,tweet,1
At least I don't have a guy trying to discourage me anymore in what I want to do he will never become anything worth contributing to society,1158,tweet,1
@jccrocker #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later  #protest #PoliceShootings #suggestions,1159,tweet,1
"$100 says Teufel is 'reassigned' within the organization before next year, but I wish it was sooner... #Mets #thirdbasecoach #terrible #lgm",1160,tweet,1
#burning the last of @Yan,1161,tweet,1
@BearGrylls for your next series will u do a celebrity firefighting show and just chuck them all in a burning building and do the voiceover?,1162,tweet,1
Me: *sees incense burner* is this for drugs?,1163,tweet,1
@XemitSellsMagic add tracking but resent them,1164,tweet,1
False alarm // matoma &amp; Becky hill,1165,tweet,1
"#Scorpio's can withdraw to a quiet place after being hurt, only to think of a plan to sting back.",1166,tweet,1
I'm tired of everybody telling me to chill out and everythings ok. no the fuck its not. I'm tired of faking a a fucking smile,1167,tweet,1
Im so serious about putting words in my mouth bitch don't add ' the ' to my sentence if I didn't say that shit on bloods,1168,tweet,1
Can someone make me a priority list of which things I should be outraged at + in which order? #outrage #racism #animalrights #abortion #cops,1169,tweet,1
@CNN yes. Too many cops. And too many ppl who should have lost their lives r still alive.,1170,tweet,1
i wonder how gleeful it is to be dumb af and see the world through rose tinted glasses,1171,tweet,1
@ibishotelsuk @ibisHotels_FR @ibishotelbr @ibishotel @ibishotelBDG @ibishotel1 to give me my keys back. They aren't for my house! ,1172,tweet,1
"We can't stop racism overnight. Nor gun violence. Nor terrorism. But we CAN literally stop Trump overnight. So, like, let's? #ImWithHer",1173,tweet,1
This provocation sets off a curiosity. An entity is feeding fuel to the fire. speaking quatrains. Hmmm America needs to be vigilant now,1174,tweet,1
How had Matty Dawson not scored there!!!!! #terrible,1175,tweet,1
#Taurus will react angrily when she can't take being provoked any longer.,1176,tweet,1
BANG! Gordon #Brown has been accused of abusing a gazillion #rabid parrots!,1177,tweet,1
"But if you wish to live bitter because your guilty conscience made you think it applied to you as well then that's on you, I'm not sorry💁🏻😊",1178,tweet,1
Have the producers of @soverybritish ever been outside of their country? These are universal problems. #worldwide ,1179,tweet,1
@TrueAggieFan oh so that's where Brian was! Where was my invite? ,1180,tweet,1
Sixth Form: see you at 8:30 in the morning 🎭 #revolting children #yr7 #assembly 🎭,1181,tweet,1
"Didn't think Cadres not Getting SRC deployment would make some Cadres so bitter, Ku tough Macom.",1182,tweet,1
"@ChronAVT ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an ",1183,tweet,1
@DL_Hart @DonnieDollars @AaronBiggsPro @WWENoWayJose @cwfmidatlantic How did that chop feel? You still feel the sting of it? Looks brutal!,1184,tweet,1
@sethwieck you should do a TED Talk on 'bubledygook'! I'm sure you could convince the masses to distrust those decrying TED Talks!,1185,tweet,1
"When I was new, I hate the Judge Judy sponsorship style- but looking back it was the only thing that worked. #recovery #sober #cantconacon",1186,tweet,1
"@SageHillfarms @HintonAlisa @hb_heather Hey, Jayme! Were your👂👂 burning cuz I was talking about you?😁 Are you going tomorrow?",1187,tweet,1
"@MMASOCCERFAN @outmagazine No offense but the only way this makes sense is if you work for the magazine. Otherwise,who are you apologizing 4",1188,tweet,1
@InLuvWithAGhost I'm frowning at you intensely until you watch plastic memories.,1189,tweet,1
@Bickley_Marotta yea because forcing 5 turnovers and holding a pretty good offense to 7 points is concerning.....oh wait. NO!!,1190,tweet,1
If you think reason will prevail in this election remember that Hitler was elected by what was then a wholly 'reasonable' society. ,1191,tweet,1
bout to read this article 'Moving the Conversation Forward: Homosexuality &amp; Christianity' from someone in the foursquare church ,1192,tweet,1
